product_title,product_url,product_id,product_rating,product_reviews,current_price,reduction_percentage,old_price,store_rating,store_reviews,scraped_rating,scraped_reviews
"Feuille d'autocollants raton laveur, autocollants en vinyle imperméables, 20 autocollants durables animaux mignons pour journaux, albums de scrapbooking et cadeaux",https://www.etsy.com/fr/listing/4312716487/feuille-dautocollants-raton-laveur,4312716487,,,3.23,0,0.0,4.9313,364,5.0,2.0
"Lot de 25 autocollants romantiques fantastiques, cadeau pour les amateurs de livres épicés, produit littéraire livresque, autocollant Kindle, lecteur Smut Reader, amateur de lecture",https://www.etsy.com/fr/listing/1855821401/lot-de-25-autocollants-romantiques,1855821401,,,13.98,0,0.0,4.9851,239,5.0,24.0
"Lot de 50 autocollants mathématiques amusants, formules, géométrie, équation Pi, vinyle éducatif pour guitare, ordinateur portable, bagages, scrapbooking, enseignant",https://www.etsy.com/fr/listing/4351451043/lot-de-50-autocollants-mathematiques,4351451043,,,9.0,25,12.0,4.9375,16,5.0,1.0
Stickers Premium pour Finspan,https://www.etsy.com/fr/listing/4401171907/stickers-premium-pour-finspan,4401171907,,,6.5,0,0.0,4.9545,198,0.0,0.0
"Pack de Stickers Summer Bliss, océan, surf, été, autocollant",https://www.etsy.com/fr/listing/4331598255/pack-de-stickers-summer-bliss-ocean-surf,4331598255,,,8.0,0,0.0,5.0,32,5.0,1.0
Stickers Premium pour Coffee Rush + extension,https://www.etsy.com/fr/listing/1897429635/stickers-premium-pour-coffee-rush,1897429635,,,4.5,0,0.0,4.9545,198,5.0,1.0
"Stickers de mariage personnalisés en cire, Cachets de cire faits main, Cachets de cire initiaux, Cachets de cire monogrammes, Cachets de cire auto-adhésifs",https://www.etsy.com/fr/listing/1540119376/stickers-de-mariage-personnalises-en,1540119376,,,11.45,40,19.09,4.8696,1500,4.9,961.0
Sticker mural nuages et oies avec montgolfières - Sticker mural neutre animaux chambre enfant chambre bébé aquarelle autocollant amovible,https://www.etsy.com/fr/listing/4378023288/sticker-mural-nuages-et-oies-avec,4378023288,,,32.9,0,0.0,4.9583,1100,4.0,1.0
"Stickers brillants effet holographique For You, autocollant brillants pour vos fêtes",https://www.etsy.com/fr/listing/1750132333/stickers-brillants-effet-holographique,1750132333,,,2.5,0,0.0,4.9474,5000,5.0,1.0
Stickers Premium pour Namiji,https://www.etsy.com/fr/listing/4401185643/stickers-premium-pour-namiji,4401185643,,,4.5,0,0.0,4.9545,198,0.0,0.0
Stickers Mes Jolis Exploits,https://www.etsy.com/fr/listing/1351633338/stickers-mes-jolis-exploits,1351633338,,,5.06,25,6.75,4.7778,546,0.0,0.0
"Pack d'autocollants animaux Safari, savane africaine, faune fixe, autocollants imperméables Lion, décor imprimé zèbre, sticker guépard, cadeau pour amoureux des girafes",https://www.etsy.com/fr/listing/1809337847/pack-dautocollants-animaux-safari-savane,1809337847,,,22.59,0,0.0,4.8901,713,5.0,3.0
Stickers jardin lapins Aiko Fukawa : Stickers PET japonais,https://www.etsy.com/fr/listing/1807022831/stickers-jardin-lapins-aiko-fukawa,1807022831,,,6.46,0,0.0,4.9954,9400,5.0,19.0
Shot Glass Custom Vinyl Decal | Decal for Shot Glass | Custom Designed Shot Glass Decal | Sticker for Shot Glass |,https://www.etsy.com/fr/listing/1770720955/shot-glass-custom-vinyl-decal-decal-for,1770720955,,,1.12,25,1.5,4.8172,17100,0.0,1.0
"Stickers corbeaux – Duvet de corbeaux | Jolie feuille d'autocollants mate ou Washi pour journal, scrapbooking et correspondants",https://www.etsy.com/fr/listing/4357987969/stickers-corbeaux-duvet-de-corbeaux-o,4357987969,,,4.34,0,0.0,5.0,9,0.0,0.0
CUTE FRUIT STICKERS - unit or pack,https://www.etsy.com/fr/listing/1705004662/cute-fruit-stickers-unit-or-pack,1705004662,,,1.75,0,0.0,5.0,181,5.0,3.0
"Plaque métal vintage garage personnalisé, cadeau pour fan de voiture",https://www.etsy.com/fr/listing/1626748317/plaque-metal-vintage-garage-personnalise,1626748317,,,10.0,0,0.0,4.9509,1100,4.9,22.0
"Etiquettes personnalisées et fil de lin au choix, étiquettes en papier ou stickers Lot de 12",https://www.etsy.com/fr/listing/1427964288/etiquettes-personnalisees-et-fil-de-lin,1427964288,,,3.95,0,0.0,4.9474,5000,5.0,35.0
"Feuille de stickers alphabet retro love, alphabet scrapbooking, alphabet, coeurs- autocollants scrapbooking, junk journal, bullet journal",https://www.etsy.com/fr/listing/1807214767/feuille-de-stickers-alphabet-retro-love,1807214767,,,5.0,0,0.0,4.9741,182,5.0,2.0
Stickers Premium pour Peste,https://www.etsy.com/fr/listing/4413025532/stickers-premium-pour-peste,4413025532,,,13.9,0,0.0,4.9545,198,0.0,0.0
Max Verstappen stickers - 2025 F1 Japanese Grand Prix - RedBull Racing,https://www.etsy.com/fr/listing/1890505382/max-verstappen-stickers-2025-f1-japanese,1890505382,,,2.95,0,0.0,4.8974,141,0.0,0.0
"Autocollant QR code, scannez-moi, étiquette du produit, étiquette pour petite entreprise, fournitures, emballage, livraisons, autocollants postaux et emballages, étiquette thermique personnalisée",https://www.etsy.com/fr/listing/1871350803/autocollant-qr-code-scannez-moi,1871350803,,,2.1,30,3.01,4.8889,348,5.0,25.0
"Stickers Muraux Avions, Stickers muraux aquarelle sans plastique pour chambre d'enfants",https://www.etsy.com/fr/listing/1090288199/stickers-muraux-avions-stickers-muraux,1090288199,,,32.0,0,0.0,4.9314,4900,0.0,11.0
"1000 pièces d'étiquettes en vinyle personnalisées de 1,5 po. | Étiquettes personnalisées en vrac | Autocollants avec logo | Autocollants pour café | Étiquettes autocollantes pour gobelets",https://www.etsy.com/fr/listing/1465355106/1000-pieces-detiquettes-en-vinyle,1465355106,,,45.08,0,0.0,4.9037,640,5.0,53.0
Sticker Bonbons Dents,https://www.etsy.com/fr/listing/1760739316/sticker-bonbons-dents,1760739316,,,2.82,30,4.03,4.9894,31800,5.0,58.0
"Pack d'autocollants de voyage : petits autocollants en vinyle imperméables pour ordinateur portable, téléphone et bouteille d'eau",https://www.etsy.com/fr/listing/1314517177/pack-dautocollants-de-voyage-petits,1314517177,,,9.25,0,0.0,4.9677,455,5.0,5.0
"Sticker imperméable mignon petits oursons en bonbon, Stickers santé mentale, cadeaux amour de soi, oeuvre d'art dessinée à la main, cadeaux meilleur ami, positivité",https://www.etsy.com/fr/listing/1724934795/sticker-impermeable-mignon-petits,1724934795,,,3.43,30,4.9,4.8809,15800,5.0,7.0
Vélo course piste voiture vélo kart moto casque personnalisé nom personnalisé équipe drapeau autocollants décalcomanies laminé,https://www.etsy.com/fr/listing/1210416389/velo-course-piste-voiture-velo-kart-moto,1210416389,,,10.63,25,14.17,4.7135,504,4.9,65.0
"Étiquette autocollante en vinyle imperméable de haute qualité pour pâte à tartiner au chocolat personnalisée - Saint-Valentin, anniversaire, Noël - Cadeau personnalisé",https://www.etsy.com/fr/listing/1864653882/etiquette-autocollante-en-vinyle,1864653882,,,1.19,40,1.99,4.7302,368,4.9,50.0
Stickers vinyles calligraphie manuscrite : stickers prénoms personnalisés,https://www.etsy.com/fr/listing/1145019719/stickers-vinyles-calligraphie-manuscrite,1145019719,,,1.36,20,1.71,4.8203,19700,4.9,0.0
Marché de Noël - stickers | Stickers Hygge pour agenda des fêtes,https://www.etsy.com/fr/listing/1811181598/marche-de-noel-stickers-o-stickers-hygge,1811181598,,,3.69,0,0.0,4.9913,4000,5.0,11.0
Set de 15 stickers holographiques Baleines,https://www.etsy.com/fr/listing/1149843578/set-de-15-stickers-holographiques,1149843578,,,4.6,0,0.0,4.9837,1400,5.0,7.0
STICKERS - Pas De Pub SVP,https://www.etsy.com/fr/listing/1589748746/stickers-pas-de-pub-svp,1589748746,,,2.75,0,0.0,5.0,181,5.0,9.0
Stickers Premium pour Great Western Trail : Nouvelle-Zélande,https://www.etsy.com/fr/listing/4318896543/stickers-premium-pour-great-western,4318896543,,,13.9,0,0.0,4.9545,198,5.0,1.0
"Bébé à bord, Autocollants voiture, Enfants à bord, Stickers adhésif autocollant bébé à bord garçon mixte lapin montgolfière",https://www.etsy.com/fr/listing/1096112652/bebe-a-bord-autocollants-voiture-enfants,1096112652,,,6.5,0,0.0,4.9425,168,5.0,15.0
Stickers couverture de carte ATEEZ | Fait par des fans | GHP3 Lemon Drop In Your Fantasy | Hongjoong Seonghwa Yunho Yeosang San Mingi Wooyoung Jongho | Personnalisé,https://www.etsy.com/fr/listing/4342635239/stickers-couverture-de-carte-ateez-o,4342635239,,,5.82,0,0.0,4.9794,99,5.0,30.0
"Stickers imperméables voyage planètes Star Trek, Stickers Star Trek, Stickers Parc National, Sticker Vulcain, Cadeau Star Trek, Cadeau Star Trek Geek",https://www.etsy.com/fr/listing/4399907556/stickers-impermeables-voyage-planetes,4399907556,,,3.92,10,4.36,4.9477,19800,5.0,7.0
"Lot de 5 feuilles d'autocollants floraux, ensemble d'autocollants floraux aquarelles, autocollants pour travaux manuels de journal de l'agenda",https://www.etsy.com/fr/listing/1898338551/lot-de-5-feuilles-dautocollants-floraux,1898338551,,,8.99,0,0.0,4.9663,280,4.6,5.0
Sacs surprises pour échantillons,https://www.etsy.com/fr/listing/1401380602/sacs-surprises-pour-echantillons,1401380602,,,5.02,0,0.0,4.9629,2400,5.0,19.0
Set de 15 stickers holographiques Papillons,https://www.etsy.com/fr/listing/1149863442/set-de-15-stickers-holographiques,1149863442,,,4.6,0,0.0,4.9837,1400,5.0,13.0
"Custom Pet Sticker | Personalized Face or Pet Photo Sticker, Dog Cat Portrait Decal, Waterproof Vinyl, Gift for Pet Lovers",https://www.etsy.com/fr/listing/1259769586/custom-pet-sticker-personalized-face-or,1259769586,,,3.0,0,0.0,4.9844,899,5.0,44.0
"Stickers personnalisés pour urne mariage – Thème voyage, valises, lune de miel - Aidez-nous à boucler nos valises",https://www.etsy.com/fr/listing/1724223944/stickers-personnalises-pour-urne-mariage,1724223944,,,2.12,15,2.5,4.9048,651,0.0,0.0
"Autocollants pour vélo, autocollants ...",https://www.etsy.com/fr/listing/1719646107/autocollants-pour-velo-autocollants,1719646107,,,8.9,0,0.0,4.7708,18400,0.0,0.0
Stickers Premium pour Skara Brae,https://www.etsy.com/fr/listing/4411491078/stickers-premium-pour-skara-brae,4411491078,,,17.9,0,0.0,4.9545,198,0.0,0.0
"Stickers holographiques scintillants personnalisés, Stickers personnalisés, Vos photos sous forme de stickers, Sticker individuel imperméable, Sticker confettis en vinyle",https://www.etsy.com/fr/listing/1800076664/stickers-holographiques-scintillants,1800076664,,,1.2,0,0.0,5.0,96,0.0,0.0
Stickers muraux Avengers Thor Spiderman Hulk Ironman sticker super-héros affiche murale décor 1107,https://www.etsy.com/fr/listing/1516028923/stickers-muraux-avengers-thor-spiderman,1516028923,,,22.89,0,0.0,4.7921,223,,
Sticker horaires d'ouverture carré pour vitrine magasin et commerce,https://www.etsy.com/fr/listing/1366712208/sticker-horaires-douverture-carre-pour,1366712208,,,19.9,0,0.0,4.901,278,,
"50 autocollants Art nouveau, autocollants esthétiques Mucha, autocollants fille rétro, autocollants femme artistique pour coques de téléphone, planches à roulettes, albums de scrapbooking",https://www.etsy.com/fr/listing/4390748062/50-autocollants-art-nouveau-autocollants,4390748062,,,7.38,65,21.09,4.8386,923,,
"Autocollants de planificateur imprimables Unicorn Hobonichi Weeks, autocollants Licorne, Licorne mignonne, Kit Hobo Weeks,",https://www.etsy.com/fr/listing/711997642/autocollants-de-planificateur,711997642,,,3.01,40,5.0,4.9684,11500,,
"Autocollants « Café Amateur » – Lot de 5 feuilles pour agenda, bullet journal et scrapbooking | Grains, Rondelles de café, Moka, Latte | Neutres chauds | Vintage",https://www.etsy.com/fr/listing/1714067299/autocollants-cafe-amateur-lot-de-5,1714067299,,,12.0,0,0.0,4.9876,439,,
Pack d'autocollants guépards autocollant imperméable en vinyle Safari faune papeterie cadeau pour amateur de guépards ensemble d'autocollants pour ordinateur portable journal bouteille d'eau,https://www.etsy.com/fr/listing/1554126120/pack-dautocollants-guepards-autocollant,1554126120,,,11.8,0,0.0,4.8901,713,,
stickers fleur,https://www.etsy.com/fr/listing/1889544359/stickers-fleur,1889544359,,,12.0,0,0.0,5.0,14,,
"Stickers loutre mignonne avec lumière de Noël, lot d'autocollants loutre, autocollant animal, autocollant loutre, fournitures BuJo, autocollant enfant",https://www.etsy.com/fr/listing/1818893685/stickers-loutre-mignonne-avec-lumiere-de,1818893685,,,2.2,0,0.0,4.8787,3400,,
"Calendrier de l'avent DIY, 24 stickers calendrier de l'avent, stickers de l'avent, Noël, Advent calendar, Kit advent, Christmas advent, gift",https://www.etsy.com/fr/listing/1582323080/calendrier-de-lavent-diy-24-stickers,1582323080,,,5.5,0,0.0,4.92,111,,
Stickers Premium pour Everdell + Extentions en Option - Produit non officiel,https://www.etsy.com/fr/listing/4309731531/stickers-premium-pour-everdell,4309731531,,,7.9,0,0.0,4.9545,198,,
"Sticker mignon ""Souris et crâne"" | Sticker holographique | Illustration mignonne",https://www.etsy.com/fr/listing/1893925455/sticker-mignon-souris-et-crane-o-sticker,1893925455,,,3.68,0,0.0,5.0,23,,
"Stickers muraux dinosaures : décoration de chambre d'enfants, stickers dinosaures rigolos",https://www.etsy.com/fr/listing/1278283951/stickers-muraux-dinosaures-decoration-de,1278283951,,,23.4,40,39.0,4.8099,1900,,
"Stickers brillants cœurs, autocollant brillants pour vos cérémonies Lot de 10",https://www.etsy.com/fr/listing/1738262418/stickers-brillants-cours-autocollant,1738262418,,,2.5,0,0.0,4.9474,5000,,
CUTE FLOWER STICKERS,https://www.etsy.com/fr/listing/1573844275/cute-flower-stickers,1573844275,,,2.75,0,0.0,5.0,181,,
"Stickers pour journal, design original fille à faible consommation d'énergie, thème paresseux, feuille d'autocollants de la vie quotidienne, autocollants pour agenda",https://www.etsy.com/fr/listing/1744535282/stickers-pour-journal-design-original,1744535282,,,3.88,0,0.0,5.0,54,,
"Stickers animaux fraises en vinyle - Stickers ordinateur portable, bouteilles d'eau - Lot de 3",https://www.etsy.com/fr/listing/4326497891/stickers-animaux-fraises-en-vinyle,4326497891,,,10.74,0,0.0,4.9621,2500,,
Pack d'autocollants Zombie Foods - Effrayant - Gothique pastel - Lot de treize,https://www.etsy.com/fr/listing/1760729522/pack-dautocollants-zombie-foods,1760729522,,,6.03,30,8.61,4.9894,31800,,
Sticker Bonhomme de neige abominable : Sticker Noël joyeux yéti,https://www.etsy.com/fr/listing/1791749266/sticker-bonhomme-de-neige-abominable,1791749266,,,5.81,0,0.0,4.9597,402,,
Set de 15 stickers holographiques thème Nature,https://www.etsy.com/fr/listing/1201160243/set-de-15-stickers-holographiques-theme,1201160243,,,4.6,0,0.0,4.9837,1400,,
Stickers pack halloween - automne - spooky - autocollant,https://www.etsy.com/fr/listing/1789988544/stickers-pack-halloween-automne-spooky,1789988544,,,8.0,0,0.0,4.9917,172,,
"Stickers repositionnables. Roses coins. A4 à découper, autocollant décoration fenêtre",https://www.etsy.com/fr/listing/1715200829/stickers-repositionnables-roses-coins-a4,1715200829,,,17.47,0,0.0,5.0,507,,
Stickers - Knight OC,https://www.etsy.com/fr/listing/1879738785/stickers-knight-oc,1879738785,,,3.5,0,0.0,4.9942,1900,,
lot de 5 stickers panneaux direction,https://www.etsy.com/fr/listing/738551419/lot-de-5-stickers-panneaux-direction,738551419,,,20.0,0,0.0,4.9595,2400,,
Matcha Addict Stickers - Hot & Iced Matcha Latte Stickers,https://www.etsy.com/fr/listing/1889270513/matcha-addict-stickers-hot-iced-matcha,1889270513,,,2.95,0,0.0,4.8974,141,,
Set de 12 stickers noirs et dorés animaux célestes,https://www.etsy.com/fr/listing/1495150843/set-de-12-stickers-noirs-et-dores,1495150843,,,4.05,10,4.5,4.9837,1400,,
FERME stickers muraux tracteur chevaux moissonneuse-batteuse pour chambre d'enfant,https://www.etsy.com/fr/listing/1813218754/ferme-stickers-muraux-tracteur-chevaux,1813218754,,,33.15,15,39.0,4.8802,1400,,
Stickers chiffre | Sticker pour ordinateur portable | Autocollant en vinyle | autocollant mignon | Stickers esthétiques | Petits chiffres angéliques | Cadeau pour prendre soin de vous,https://www.etsy.com/fr/listing/1566206166/stickers-chiffre-o-sticker-pour,1566206166,,,3.07,0,0.0,4.9876,701,,
Stickers pour agenda d'automne : kit hebdomadaire Cosy Moments pour Erin Condren et agendas verticaux (imprimables),https://www.etsy.com/fr/listing/4364487689/stickers-pour-agenda-dautomne-kit,4364487689,,,3.19,40,5.33,4.9712,4800,,
"Sticker imperméable flamant rose noir – Sticker oiseau gothique en vinyle pour ordinateurs portables, bouteilles d'eau et journaux",https://www.etsy.com/fr/listing/4353069171/sticker-impermeable-flamant-rose-noir,4353069171,,,5.38,0,0.0,4.9912,230,,
Mini autocollants en vinyle imperméables en vrac,https://www.etsy.com/fr/listing/754553767/mini-autocollants-en-vinyle-impermeables,754553767,,,2.69,0,0.0,4.9787,10900,,
"Sticker ""Cat lover"" - Sticker chat - idée cadeau - stickers fun - téléphone - papeterie - enfant - Coquiette",https://www.etsy.com/fr/listing/1750274196/sticker-cat-lover-sticker-chat-idee,1750274196,,,3.5,0,0.0,4.9412,47,,
"Stickers repositionnables. Citrouilles & Fleurs (4 motifs). A4 à découper. Autocollants transparents vinyle, effet vitrail",https://www.etsy.com/fr/listing/4365350549/stickers-repositionnables-citrouilles,4365350549,,,17.47,0,0.0,5.0,507,,
"Autocollant QR Code personnalisé – Autocollants en vinyle résistants aux intempéries pour voitures, fenêtres et entreprises",https://www.etsy.com/fr/listing/1677832093/autocollant-qr-code-personnalise,1677832093,,,6.8,20,8.5,4.8175,279,,
"Renard gui - Autocollant en vinyle |  autocollant brillant, autocollant de Noël, autocollants animaux mignons, autocollant d'hiver",https://www.etsy.com/fr/listing/1814006490/renard-gui-autocollant-en-vinyle-o,1814006490,,,3.25,0,0.0,4.9913,4000,,
"Matin d'hiver - autocollants | Feuille d'autocollants d'hiver, Stickers de Noël, Stickers de journalisme, Stickers de scrapbooking",https://www.etsy.com/fr/listing/1607219175/matin-dhiver-autocollants-o-feuille,1607219175,,,3.69,0,0.0,4.9913,4000,,
Stickers stop pub autocollants pour boite aux lettres,https://www.etsy.com/fr/listing/1704827992/stickers-stop-pub-autocollants-pour,1704827992,,,2.5,0,0.0,4.9127,975,,
Forêt de sapin. Stickers repositionnables fenêtres. A4 à découper. Forêt de sapins et flocons d’hiver,https://www.etsy.com/fr/listing/4414104614/foret-de-sapin-stickers-repositionnables,4414104614,,,17.47,0,0.0,5.0,507,,
Frogs - Stickers,https://www.etsy.com/fr/listing/4296456789/frogs-stickers,4296456789,,,4.0,0,0.0,5.0,27,,
"Stickers grecs en vinyle - Lot de 5 : village, maison, amphore, chat, café - fabriqués en Grèce",https://www.etsy.com/fr/listing/989392895/stickers-grecs-en-vinyle-lot-de-5,989392895,,,17.5,0,0.0,4.96,169,,
"COLORADO NATURE PACK DE 4 // Autocollants en vinyle résistants aux intempéries // Bouteille d'eau, ordinateur portable, ordinateur portable, voiture",https://www.etsy.com/fr/listing/1780280849/colorado-nature-pack-de-4-autocollants,1780280849,,,10.75,0,0.0,4.97,1800,,
"Feuille d'autocollants dorés pour chien, vinyle imperméable, résistant, 20 unités, décoration amusante pour ordinateurs portables et agendas, cadeau mignon pour amoureux des chiens",https://www.etsy.com/fr/listing/4315792892/feuille-dautocollants-dores-pour-chien,4315792892,,,3.23,0,0.0,4.9313,364,,
Stickers Noël Coquette | Stickers des Fêtes Coquette | Autocollants roses des Fêtes | Noël à l'aquarelle | Coquette Noël | Vacances,https://www.etsy.com/fr/listing/1811867530/stickers-noel-coquette-o-stickers-des,1811867530,,,3.54,0,0.0,4.8499,1200,,
Set de 15 stickers autocollants holographiques dorés fleurs,https://www.etsy.com/fr/listing/1495569913/set-de-15-stickers-autocollants,1495569913,,,4.6,0,0.0,4.9837,1400,,
Stickers pour Urne,https://www.etsy.com/fr/listing/762073450/stickers-pour-urne,762073450,,,13.5,0,0.0,4.9595,2400,,
"2 x nom INSTAGRAM personnalisé / tag de médias sociaux / nom d'utilisateur - sticker en vinyle pour pare-chocs de voiture, fenêtre, verre - choix de polices/couleurs",https://www.etsy.com/fr/listing/1278190524/2-x-nom-instagram-personnalise-tag-de,1278190524,,,5.95,0,0.0,4.8889,294,,
Stickers Premium pour Mon P'tit Everdell - Produit non officiel,https://www.etsy.com/fr/listing/1897427277/stickers-premium-pour-mon-ptit-everdell,1897427277,,,6.5,0,0.0,4.9545,198,,
Planche d'autocollants botaniques en coton doux | Autocollants floraux d'hiver pour journaling et scrapbooking | Esthétique neutre | Cadeau douillet,https://www.etsy.com/fr/listing/4398108218/planche-dautocollants-botaniques-en,4398108218,,,3.0,0,0.0,4.9876,439,,
"Stickers repositionnables. Miel de lavande.  A4 à découper, autocollant décoration fenêtre, bourdon, verveine et lavande",https://www.etsy.com/fr/listing/1715207059/stickers-repositionnables-miel-de,1715207059,,,17.47,0,0.0,5.0,507,,
Thermocollant Tissu - Stickers prénoms - Autocollant prénom - Flocage - Autocollant - Marque place -Marque-place tissu,https://www.etsy.com/fr/listing/1847988950/thermocollant-tissu-stickers-prenoms,1847988950,,,0.8,0,0.0,4.9474,510,,
"Sticker Autocollant pour Voiture tête de chien husky, stickers vitrine ...",https://www.etsy.com/fr/listing/1731055302/sticker-autocollant-pour-voiture-tete-de,1731055302,,,1.45,0,0.0,4.6567,469,,
"Stickers holographiques pour ongles : étoiles, lune, coeurs en feuille d'or bleu - 20 feuilles",https://www.etsy.com/fr/listing/4304270842/stickers-holographiques-pour-ongles,4304270842,,,10.75,0,0.0,5.0,5,,
"Autocollants en vinyle personnalisés : étiquettes à logo personnalisées en vrac (2,5 pouces), imperméables, 1 000 pièces",https://www.etsy.com/fr/listing/1530884929/autocollants-en-vinyle-personnalises,1530884929,,,64.45,0,0.0,4.9037,640,,
"Sticker Jésus, Priez pour cela : Sticker Foi Chrétienne",https://www.etsy.com/fr/listing/4303698990/sticker-jesus-priez-pour-cela-sticker,4303698990,,,2.69,0,0.0,4.966,147,,
Décalcomanie en vinyle personnalisée pour verre à liqueur | Sticker pour verre à liqueur | Sticker verre à liqueur personnalisé | Sticker pour verre à liqueur |,https://www.etsy.com/fr/listing/556450029/decalcomanie-en-vinyle-personnalisee,556450029,,,1.12,25,1.5,4.8172,17100,,
Lot de 20 autocollants sur le thème des chats - Pack of 20 cat-themed stickers,https://www.etsy.com/fr/listing/1629067607/lot-de-20-autocollants-sur-le-theme-des,1629067607,,,5.0,0,0.0,4.9677,90,,
Stickers - Castlevania,https://www.etsy.com/fr/listing/1906071521/stickers-castlevania,1906071521,,,3.5,0,0.0,4.9942,1900,,
Sticker pack minou minet - autocollant chat - félin,https://www.etsy.com/fr/listing/4320175578/sticker-pack-minou-minet-autocollant,4320175578,,,8.0,0,0.0,4.9917,172,,
stickers japon,https://www.etsy.com/fr/listing/1889547027/stickers-japon,1889547027,,,12.0,0,0.0,5.0,14,,
"Stickers de Noël, Stickers humoristiques, Autocollants noël, cadeaux invités, Christmas stickers, handmade, noël artisanal, gift",https://www.etsy.com/fr/listing/1822267854/stickers-de-noel-stickers-humoristiques,1822267854,,,3.0,0,0.0,4.92,111,,
Lettrage du logo de l'autocollant de voiture Cupra,https://www.etsy.com/fr/listing/1765531280/lettrage-du-logo-de-lautocollant-de,1765531280,,,4.4,20,5.5,4.8175,279,,
3 x numéros de course personnalisés autocollants en vinyle décalcomanies graphiques course moto voiture kart MX piste dirtbike UV laminé,https://www.etsy.com/fr/listing/1379627718/3-x-numeros-de-course-personnalises,1379627718,,,9.65,25,12.87,4.7135,504,,
Stickers Premium pour Les Rats de Wistar,https://www.etsy.com/fr/listing/4316583119/stickers-premium-pour-les-rats-de-wistar,4316583119,,,13.9,0,0.0,4.9545,198,,
"Lot de 50 autocollants artistiques classiques, autocollants bleus vintage, autocollants esthétiques bleus, autocollants artistiques colorés pour décoration DIY, agenda, Kindle",https://www.etsy.com/fr/listing/4386712736/lot-de-50-autocollants-artistiques,4386712736,,,7.38,65,21.09,4.8386,923,,
"Lot d'autocollants océaniques – Baleines, méduses, créatures marines et feuille de points assortie – Ensemble de 5 feuilles pour journal",https://www.etsy.com/fr/listing/4319338318/lot-dautocollants-oceaniques-baleines,4319338318,,,12.0,0,0.0,4.9876,439,,
"Ensemble d'autocollants bec-en-sabot cigogne pour oiseaux, autocollant en vinyle imperméable de la faune, cadeau pour ornithologues amateurs, ensemble d'autocollants pour bouteille d'eau, journal pour ordinateur portable",https://www.etsy.com/fr/listing/1159801664/ensemble-dautocollants-bec-en-sabot,1159801664,,,11.8,0,0.0,4.8901,713,,
"Feuille d'autocollants panda roux, autocollants d'animaux mignons laminés en vinyle imperméable pour ordinateur portable, agenda ou album, cadeau pour les amoureux des animaux",https://www.etsy.com/fr/listing/4305065455/feuille-dautocollants-panda-roux,4305065455,,,3.23,0,0.0,4.9313,364,,
"Sticker poubelle personnalisé | Décalcomanie en vinyle au design classique | Numéro et nom de la rue | Lot de 1, 2, 3 ou 4",https://www.etsy.com/fr/listing/1817092526/sticker-poubelle-personnalise-o,1817092526,,,4.29,0,0.0,4.8804,377,,
"Bonjour l'automne - autocollants | Feuille d'autocollants en papier mat, A6",https://www.etsy.com/fr/listing/4362349839/bonjour-lautomne-autocollants-feuille,4362349839,,,3.69,0,0.0,4.9913,4000,,
Stickers Premium Defender of the Wild,https://www.etsy.com/fr/listing/4358680795/stickers-premium-defender-of-the-wild,4358680795,,,9.9,0,0.0,4.9545,198,,
Stickers Premium pour First Rat,https://www.etsy.com/fr/listing/4320810173/stickers-premium-pour-first-rat,4320810173,,,6.5,0,0.0,4.9545,198,,
Stickers - All For The Game,https://www.etsy.com/fr/listing/4371360509/stickers-all-for-the-game,4371360509,,,3.5,0,0.0,4.9942,1900,,
Etiquette Classique / Holo pour Pokémon Version Saphir (PAL/USA/JAP) | Autocollant pour cartouche jeu Pokémon Saphir Gba | Qualité Premium,https://www.etsy.com/fr/listing/1418093139/etiquette-classique-holo-pour-pokemon,1418093139,,,4.99,0,0.0,4.9561,1800,,
Lando Norris Stickers - 2025 F1 Monaco Grand Prix - McLaren,https://www.etsy.com/fr/listing/4313097541/lando-norris-stickers-2025-f1-monaco,4313097541,,,2.95,0,0.0,4.8974,141,,
Stickers monogramme personnalisable / Personnaliser gobelet verre gourde prénom vinyle / Autocollants EVJF Bapteme Mariage,https://www.etsy.com/fr/listing/1391316972/stickers-monogramme-personnalisable,1391316972,,,1.8,10,2.0,4.9229,2500,,
"Sticker café, pack d'autocollants Coffee addict, sticker café, Artsy Arthurs, stickers ordinateur portable, stickers scrapbooking, sticker bouteille d'eau, journalisation",https://www.etsy.com/fr/listing/1056244377/sticker-cafe-pack-dautocollants-coffee,1056244377,,,2.02,25,2.69,4.9687,3500,,
"Stickers holographiques, expériences en série",https://www.etsy.com/fr/listing/1539848065/stickers-holographiques-experiences-en,1539848065,,,4.84,0,0.0,5.0,1600,,
VARIÉTÉ D'AUTOCOLLANTS Pack : Convention du culte pur 2025,https://www.etsy.com/fr/listing/1810247737/variete-dautocollants-pack-convention-du,1810247737,,,2.15,50,4.3,4.9704,141,,
Sticker boisson Boba rigolo : Sticker bubble tea humour adulte,https://www.etsy.com/fr/listing/1817750719/sticker-boisson-boba-rigolo-sticker,1817750719,,,4.29,0,0.0,4.7083,25,,
"Stickers initiaux de mariage déjoués, autocollants personnalisés de faveur de mariage, autocollants monogrammes en véritable feuille d'or, joints personnalisés enveloppe givrée",https://www.etsy.com/fr/listing/1499475204/stickers-initiaux-de-mariage-dejoues,1499475204,,,2.15,0,0.0,4.8454,1700,,
